timestamp,minute,occ,mark,line_no,raw_line
2026-03-11 14:42:01,2026-03-11 14:42:00,SPXW260311C06760000,9.5,4757,"2026-03-11 14:42:01,295 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06760000 root=$SPX bid=9.40 ask=9.60 mark=9.50 last=9.60"
2026-03-11 14:47:01,2026-03-11 14:47:00,SPXW260311C06760000,10.1,4905,"2026-03-11 14:47:01,091 | INFO | SPX0DTE | [SPX0DTE] closing trade | occ=SPXW260311C06760000 reason=TRAIL_SL entry=10.70 mark=10.10 stop=10.90 exit=10.90"
2026-03-11 14:47:01,2026-03-11 14:47:00,SPXW260311C06760000,10.1,4918,"2026-03-11 14:47:01,608 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06760000 root=$SPX bid=10.00 ask=10.20 mark=10.10 last=10.00"
2026-03-11 15:26:06,2026-03-11 15:26:00,SPXW260311C06760000,7.5,6045,"2026-03-11 15:26:06,177 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06760000 root=$SPX bid=7.40 ask=7.60 mark=7.50 last=7.40"
2026-03-11 15:26:07,2026-03-11 15:26:00,SPXW260311C06760000,7.5,6059,"2026-03-11 15:26:07,541 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06760000 root=$SPX bid=7.40 ask=7.60 mark=7.50 last=7.50"
2026-03-11 15:26:07,2026-03-11 15:26:00,SPXW260311C06760000,7.5,6060,"2026-03-11 15:26:07,541 | INFO | SPX0DTE | [SPX0DTE] manage trade | occ=SPXW260311C06760000 entry=6.70 mark=7.50 arm_trigger=7.00 stop=6.50 is_armed=True"
2026-03-11 15:26:07,2026-03-11 15:26:00,SPXW260311C06760000,7.5,6061,"2026-03-11 15:26:07,541 | INFO | SPX0DTE | [SPX0DTE] trailing stop moved | occ=SPXW260311C06760000 old_stop=7.30 new_stop=7.30 mark=7.50"
2026-03-11 15:26:08,2026-03-11 15:26:00,SPXW260311C06760000,7.5,6076,"2026-03-11 15:26:08,726 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06760000 root=$SPX bid=7.40 ask=7.60 mark=7.50 last=7.50"
2026-03-11 15:26:09,2026-03-11 15:26:00,SPXW260311C06760000,7.45,6089,"2026-03-11 15:26:09,142 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06760000 root=$SPX bid=7.40 ask=7.50 mark=7.45 last=7.50"
2026-03-11 15:26:09,2026-03-11 15:26:00,SPXW260311C06760000,7.45,6090,"2026-03-11 15:26:09,142 | INFO | SPX0DTE | [SPX0DTE] manage trade | occ=SPXW260311C06760000 entry=6.70 mark=7.45 arm_trigger=7.00 stop=7.30 is_armed=True"
2026-03-11 15:27:00,2026-03-11 15:27:00,SPXW260311C06760000,7.2,6105,"2026-03-11 15:27:00,813 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06760000 root=$SPX bid=7.10 ask=7.30 mark=7.20 last=7.10"
2026-03-11 15:27:00,2026-03-11 15:27:00,SPXW260311C06760000,7.2,6106,"2026-03-11 15:27:00,814 | INFO | SPX0DTE | [SPX0DTE] manage trade | occ=SPXW260311C06760000 entry=6.70 mark=7.20 arm_trigger=7.00 stop=7.30 is_armed=True"
2026-03-11 15:27:00,2026-03-11 15:27:00,SPXW260311C06760000,7.2,6107,"2026-03-11 15:27:00,814 | INFO | SPX0DTE | [SPX0DTE] closing trade | occ=SPXW260311C06760000 reason=TRAIL_SL entry=6.70 mark=7.20 stop=7.30 exit=7.30"
2026-03-11 15:27:01,2026-03-11 15:27:00,SPXW260311C06760000,7.2,6120,"2026-03-11 15:27:01,244 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06760000 root=$SPX bid=7.10 ask=7.30 mark=7.20 last=7.10"
2026-03-11 15:30:08,2026-03-11 15:30:00,SPXW260311C06760000,7.6,6172,"2026-03-11 15:30:08,034 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06760000 root=$SPX bid=7.50 ask=7.70 mark=7.60 last=7.70"
2026-03-11 15:30:08,2026-03-11 15:30:00,SPXW260311C06760000,7.6,6173,"2026-03-11 15:30:08,034 | INFO | SPX0DTE | [SPX0DTE] manage trade | occ=SPXW260311C06760000 entry=6.40 mark=7.60 arm_trigger=6.70 stop=6.20 is_armed=True"
2026-03-11 15:30:08,2026-03-11 15:30:00,SPXW260311C06760000,7.6,6174,"2026-03-11 15:30:08,034 | INFO | SPX0DTE | [SPX0DTE] trailing stop moved | occ=SPXW260311C06760000 old_stop=7.40 new_stop=7.40 mark=7.60"
2026-03-11 15:30:11,2026-03-11 15:30:00,SPXW260311C06760000,7.4,6188,"2026-03-11 15:30:11,727 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06760000 root=$SPX bid=7.30 ask=7.50 mark=7.40 last=7.40"
2026-03-11 15:31:27,2026-03-11 15:31:00,SPXW260311C06760000,6.4,6202,"2026-03-11 15:31:27,895 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06760000 root=$SPX bid=6.30 ask=6.50 mark=6.40 last=6.50"
2026-03-11 15:31:28,2026-03-11 15:31:00,SPXW260311C06760000,6.5,6216,"2026-03-11 15:31:28,788 | INFO | SPX0DTE | [SPX0DTE] mark lookup | occ=SPXW260311C06760000 root=$SPX bid=6.40 ask=6.60 mark=6.50 last=6.50"
2026-03-11 15:31:28,2026-03-11 15:31:00,SPXW260311C06760000,6.5,6217,"2026-03-11 15:31:28,788 | INFO | SPX0DTE | [SPX0DTE] manage trade | occ=SPXW260311C06760000 entry=6.40 mark=6.50 arm_trigger=6.70 stop=7.40 is_armed=True"
2026-03-11 15:31:28,2026-03-11 15:31:00,SPXW260311C06760000,6.5,6218,"2026-03-11 15:31:28,788 | INFO | SPX0DTE | [SPX0DTE] closing trade | occ=SPXW260311C06760000 reason=TRAIL_SL entry=6.40 mark=6.50 stop=7.40 exit=7.40"
